Timepoint (1min, 128Hz)	1 - F7	2 - F3	3 - F4	4 - F8	5 - T3	6 - C3	7 - Cz	8 - C4	9 - T4	10 - T5	11 - P3	12 - Pz	13 - P4	14 - T6	15 - O1	16 - O2
6862	68.51	17.13	17.13	-34.26	102.77	-34.26	-34.26	-222.66	-137.02	17.13	0	-85.64	-325.42	-393.93	-34.26	-222.66
6863	34.26	68.51	17.13	34.26	85.64	-17.13	-34.26	-222.66	0	-51.38	-17.13	-102.77	-291.17	-342.55	-34.26	-308.3
6864	17.13	17.13	68.51	119.89	0	-17.13	17.13	-137.02	34.26	-68.51	-34.26	-17.13	-256.91	-291.17	-17.13	-342.55
6865	17.13	68.51	205.53	188.4	-51.38	34.26	239.79	188.4	222.66	17.13	188.4	685.1	376.81	85.64	137.02	-17.13
6866	68.51	222.66	274.04	205.53	-17.13	205.53	393.93	325.42	256.91	137.02	274.04	924.89	582.34	256.91	308.3	137.02
6867	188.4	393.93	359.68	308.3	137.02	513.83	582.34	496.7	256.91	274.04	393.93	1027.65	736.48	411.06	650.85	239.79
6868	188.4	376.81	342.55	325.42	119.89	599.46	582.34	548.08	222.66	256.91	376.81	907.76	650.85	359.68	685.1	68.51
6869	188.4	308.3	188.4	137.02	17.13	479.57	393.93	428.19	85.64	154.15	154.15	428.19	376.81	239.79	565.21	-137.02
6870	154.15	308.3	68.51	34.26	17.13	291.17	239.79	274.04	17.13	85.64	68.51	154.15	256.91	154.15	445.32	-137.02
6871	222.66	119.89	51.38	0	0	-205.53	-411.06	-325.42	-85.64	-34.26	-137.02	-274.04	-51.38	-34.26	428.19	616.59
6872	205.53	85.64	51.38	0	-34.26	-222.66	-376.81	-256.91	-51.38	-17.13	-102.77	-359.68	-119.89	-102.77	376.81	445.32
6873	102.77	0	-119.89	-137.02	68.51	-119.89	-291.17	-205.53	-34.26	0	-34.26	-445.32	-291.17	-274.04	239.79	-34.26
6874	68.51	0	-205.53	-205.53	85.64	-51.38	-256.91	-205.53	-34.26	17.13	34.26	-445.32	-376.81	-342.55	188.4	-171.28
6875	-17.13	0	-51.38	-85.64	34.26	17.13	-51.38	-137.02	-17.13	68.51	154.15	-325.42	-376.81	-274.04	188.4	-376.81
6876	0	34.26	34.26	17.13	0	85.64	34.26	-85.64	0	119.89	205.53	-222.66	-274.04	-205.53	137.02	-393.93
6877	102.77	222.66	205.53	154.15	0	291.17	256.91	-17.13	17.13	154.15	239.79	-34.26	-85.64	-34.26	-68.51	-462.44
6878	154.15	256.91	102.77	68.51	-34.26	359.68	239.79	17.13	17.13	119.89	188.4	-17.13	-51.38	-51.38	-171.28	-530.95
6879	119.89	205.53	-102.77	-171.28	34.26	222.66	17.13	-137.02	-51.38	-17.13	17.13	0	-222.66	-291.17	-188.4	-667.97
6880	68.51	137.02	-137.02	-222.66	17.13	34.26	-154.15	-188.4	-137.02	-34.26	0	-17.13	-291.17	-428.19	-85.64	-667.97
6881	17.13	119.89	-17.13	-85.64	-85.64	-256.91	-137.02	-154.15	-188.4	-85.64	-85.64	102.77	-291.17	-445.32	137.02	-342.55
6882	68.51	102.77	17.13	-34.26	-102.77	-205.53	-68.51	-102.77	-102.77	-85.64	-102.77	102.77	-274.04	-393.93	119.89	-205.53
6883	17.13	34.26	0	-51.38	-119.89	-68.51	0	-51.38	0	-205.53	-239.79	0	-256.91	-325.42	17.13	-17.13
6884	-17.13	-34.26	-34.26	-102.77	-85.64	-102.77	-85.64	-68.51	0	-291.17	-325.42	-68.51	-291.17	-308.3	-17.13	51.38
6885	-256.91	-188.4	-205.53	-256.91	-137.02	-376.81	-291.17	-171.28	-68.51	-616.59	-582.34	-222.66	-342.55	-411.06	-393.93	-119.89
6886	-342.55	-274.04	-291.17	-325.42	-274.04	-565.21	-342.55	-256.91	-137.02	-719.36	-650.85	-325.42	-393.93	-496.7	-633.72	-291.17
6887	-376.81	-411.06	-325.42	-376.81	-428.19	-702.23	-376.81	-393.93	-171.28	-770.74	-685.1	-393.93	-376.81	-496.7	-1044.78	-565.21
6888	-376.81	-445.32	-274.04	-342.55	-479.57	-650.85	-325.42	-411.06	-171.28	-685.1	-582.34	-376.81	-342.55	-428.19	-1096.16	-565.21
6889	-462.44	-513.83	-256.91	-291.17	-479.57	-479.57	-171.28	-376.81	-239.79	-616.59	-462.44	-154.15	-205.53	-325.42	-959.14	-462.44
6890	-479.57	-565.21	-342.55	-342.55	-445.32	-428.19	-154.15	-342.55	-342.55	-633.72	-479.57	-34.26	-154.15	-308.3	-822.12	-428.19
6891	-513.83	-804.99	-633.72	-548.08	-376.81	-513.83	-171.28	-411.06	-565.21	-770.74	-599.46	0	-205.53	-428.19	-804.99	-496.7
6892	-565.21	-924.89	-770.74	-667.97	-359.68	-616.59	-256.91	-513.83	-650.85	-890.63	-736.48	-34.26	-308.3	-513.83	-924.89	-599.46
6893	-650.85	-1130.42	-890.63	-753.61	-462.44	-839.25	-582.34	-770.74	-753.61	-1044.78	-976.27	-308.3	-616.59	-736.48	-1353.07	-822.12
6894	-719.36	-1216.05	-873.5	-753.61	-582.34	-976.27	-753.61	-856.38	-753.61	-1164.67	-1130.42	-411.06	-719.36	-804.99	-1524.35	-976.27
6895	-702.23	-1130.42	-804.99	-770.74	-770.74	-1147.54	-924.89	-907.76	-822.12	-1301.69	-1301.69	-633.72	-873.5	-856.38	-1627.11	-1061.91
6896	-633.72	-1010.52	-787.87	-787.87	-736.48	-1130.42	-890.63	-890.63	-804.99	-1284.56	-1301.69	-667.97	-856.38	-804.99	-1592.86	-1027.65
6897	-530.95	-907.76	-736.48	-650.85	-376.81	-822.12	-667.97	-787.87	-753.61	-1010.52	-1027.65	-753.61	-702.23	-633.72	-1421.58	-753.61
6898	-582.34	-976.27	-770.74	-667.97	-342.55	-804.99	-685.1	-787.87	-753.61	-942.01	-942.01	-736.48	-719.36	-650.85	-1250.31	-753.61
6899	-736.48	-1216.05	-890.63	-822.12	-599.46	-942.01	-770.74	-856.38	-839.25	-890.63	-839.25	-582.34	-685.1	-719.36	-804.99	-839.25
6900	-822.12	-1284.56	-976.27	-942.01	-753.61	-993.4	-736.48	-856.38	-873.5	-839.25	-753.61	-445.32	-582.34	-650.85	-616.59	-804.99
6901	-993.4	-1370.2	-1044.78	-1044.78	-959.14	-959.14	-582.34	-736.48	-856.38	-719.36	-565.21	-171.28	-274.04	-411.06	-445.32	-496.7
6902	-1061.91	-1404.46	-1027.65	-1044.78	-959.14	-890.63	-513.83	-702.23	-839.25	-685.1	-496.7	-137.02	-154.15	-291.17	-462.44	-342.55
6903	-1044.78	-1335.95	-1044.78	-1061.91	-856.38	-804.99	-513.83	-719.36	-890.63	-616.59	-479.57	-256.91	-171.28	-325.42	-530.95	-137.02
6904	-959.14	-1233.18	-1044.78	-1079.03	-770.74	-753.61	-530.95	-753.61	-976.27	-582.34	-479.57	-359.68	-274.04	-411.06	-530.95	-119.89
6905	-736.48	-976.27	-1010.52	-1079.03	-599.46	-650.85	-530.95	-839.25	-1061.91	-582.34	-582.34	-616.59	-479.57	-565.21	-530.95	-171.28
6906	-633.72	-890.63	-976.27	-1044.78	-530.95	-633.72	-530.95	-839.25	-1061.91	-650.85	-685.1	-753.61	-565.21	-582.34	-599.46	-239.79
6907	-582.34	-942.01	-839.25	-942.01	-513.83	-736.48	-685.1	-856.38	-1096.16	-890.63	-942.01	-924.89	-719.36	-719.36	-822.12	-513.83
6908	-616.59	-1044.78	-822.12	-924.89	-530.95	-822.12	-753.61	-873.5	-1130.42	-976.27	-1010.52	-959.14	-804.99	-839.25	-959.14	-702.23
6909	-702.23	-1181.8	-924.89	-1044.78	-633.72	-856.38	-890.63	-890.63	-1216.05	-873.5	-873.5	-856.38	-924.89	-1061.91	-873.5	-890.63
6910	-702.23	-1113.29	-1010.52	-1079.03	-650.85	-839.25	-890.63	-856.38	-1198.93	-719.36	-719.36	-753.61	-959.14	-1061.91	-650.85	-856.38
6911	-565.21	-753.61	-993.4	-1010.52	-565.21	-753.61	-856.38	-770.74	-1010.52	-411.06	-411.06	-633.72	-856.38	-804.99	-171.28	-650.85
6912	-445.32	-582.34	-856.38	-873.5	-496.7	-702.23	-804.99	-719.36	-890.63	-359.68	-291.17	-582.34	-753.61	-650.85	-85.64	-565.21
6913	-342.55	-445.32	-411.06	-462.44	-308.3	-376.81	-479.57	-462.44	-633.72	-256.91	-85.64	-205.53	-308.3	-342.55	0	-308.3
6914	-359.68	-445.32	-325.42	-445.32	-308.3	-256.91	-342.55	-359.68	-582.34	-154.15	0	-137.02	-205.53	-256.91	0	-171.28
6915	-445.32	-325.42	-411.06	-496.7	-376.81	-137.02	-239.79	-325.42	-513.83	-137.02	17.13	-171.28	-102.77	-154.15	154.15	0
6916	-445.32	-256.91	-462.44	-530.95	-342.55	-154.15	-256.91	-376.81	-496.7	-154.15	-85.64	-291.17	-137.02	-171.28	85.64	-17.13
6917	-325.42	-171.28	-445.32	-479.57	-222.66	-222.66	-291.17	-393.93	-411.06	-325.42	-291.17	-616.59	-342.55	-325.42	-102.77	-274.04
6918	-274.04	-154.15	-359.68	-428.19	-205.53	-291.17	-274.04	-342.55	-376.81	-445.32	-428.19	-873.5	-479.57	-393.93	-256.91	-462.44
6919	-171.28	-222.66	-239.79	-359.68	-308.3	-393.93	-359.68	-274.04	-376.81	-582.34	-685.1	-1370.2	-804.99	-582.34	-462.44	-685.1
6920	-154.15	-274.04	-222.66	-342.55	-359.68	-445.32	-496.7	-411.06	-411.06	-650.85	-753.61	-1592.86	-924.89	-616.59	-513.83	-753.61
6921	-256.91	-411.06	-274.04	-325.42	-308.3	-565.21	-804.99	-719.36	-496.7	-633.72	-822.12	-1798.39	-1164.67	-753.61	-513.83	-856.38
6922	-291.17	-428.19	-291.17	-291.17	-205.53	-565.21	-890.63	-787.87	-496.7	-582.34	-787.87	-1832.64	-1198.93	-822.12	-479.57	-924.89
6923	-274.04	-376.81	-325.42	-308.3	-51.38	-530.95	-873.5	-736.48	-411.06	-445.32	-633.72	-1781.26	-1233.18	-839.25	-342.55	-1044.78
6924	-274.04	-342.55	-274.04	-325.42	-102.77	-496.7	-839.25	-685.1	-342.55	-376.81	-530.95	-1695.62	-1130.42	-787.87	-222.66	-1027.65
6925	-222.66	-359.68	-137.02	-188.4	-205.53	-393.93	-633.72	-530.95	-205.53	-171.28	-274.04	-1164.67	-753.61	-513.83	-85.64	-839.25
6926	-171.28	-376.81	-51.38	-68.51	-222.66	-308.3	-513.83	-445.32	-137.02	-102.77	-102.77	-736.48	-479.57	-376.81	-85.64	-736.48
6927	-119.89	-256.91	0	0	-222.66	-102.77	-205.53	-222.66	-205.53	-85.64	-34.26	34.26	0	-188.4	-188.4	-530.95
6928	-119.89	-154.15	-85.64	-102.77	-222.66	-85.64	-119.89	-171.28	-274.04	-171.28	-85.64	274.04	17.13	-188.4	-239.79	-428.19
6929	-119.89	-154.15	-393.93	-428.19	-102.77	-411.06	-411.06	-445.32	-359.68	-582.34	-565.21	17.13	-222.66	-342.55	-376.81	-154.15
6930	-119.89	-256.91	-376.81	-393.93	-119.89	-565.21	-565.21	-565.21	-291.17	-736.48	-753.61	-171.28	-462.44	-496.7	-530.95	-256.91
6931	-154.15	-411.06	-274.04	-274.04	-291.17	-685.1	-702.23	-702.23	-239.79	-976.27	-1113.29	-753.61	-942.01	-890.63	-1044.78	-822.12
6932	-222.66	-411.06	-274.04	-274.04	-411.06	-719.36	-770.74	-753.61	-274.04	-1113.29	-1284.56	-1061.91	-1216.05	-1096.16	-1353.07	-1164.67
6933	-291.17	-325.42	-411.06	-411.06	-599.46	-959.14	-1061.91	-942.01	-393.93	-1335.95	-1627.11	-1661.37	-1592.86	-1318.82	-1815.52	-1541.48
6934	-325.42	-291.17	-479.57	-496.7	-616.59	-1130.42	-1233.18	-1044.78	-445.32	-1404.46	-1695.62	-1866.9	-1644.24	-1284.56	-1884.03	-1524.35
6935	-359.68	-445.32	-513.83	-496.7	-479.57	-1404.46	-1472.97	-1079.03	-393.93	-1318.82	-1644.24	-1935.41	-1472.97	-1010.52	-1627.11	-1301.69
6936	-376.81	-565.21	-513.83	-462.44	-411.06	-1404.46	-1472.97	-1044.78	-325.42	-1181.8	-1472.97	-1884.03	-1335.95	-873.5	-1370.2	-1216.05
6937	-393.93	-685.1	-565.21	-462.44	-359.68	-1181.8	-1301.69	-890.63	-274.04	-856.38	-1096.16	-1781.26	-1164.67	-753.61	-976.27	-1164.67
6938	-359.68	-685.1	-616.59	-530.95	-342.55	-1010.52	-1198.93	-856.38	-342.55	-702.23	-942.01	-1798.39	-1130.42	-770.74	-856.38	-1130.42
6939	-274.04	-513.83	-804.99	-736.48	-256.91	-753.61	-1044.78	-856.38	-513.83	-496.7	-719.36	-1884.03	-1198.93	-856.38	-702.23	-1010.52
6940	-256.91	-411.06	-873.5	-787.87	-222.66	-702.23	-993.4	-856.38	-565.21	-445.32	-633.72	-1884.03	-1198.93	-856.38	-616.59	-942.01
6941	-256.91	-325.42	-856.38	-753.61	-239.79	-702.23	-873.5	-770.74	-530.95	-445.32	-565.21	-1781.26	-1061.91	-736.48	-616.59	-839.25
6942	-239.79	-342.55	-736.48	-650.85	-291.17	-702.23	-804.99	-667.97	-513.83	-479.57	-582.34	-1678.5	-942.01	-685.1	-685.1	-822.12
6943	-154.15	-376.81	-479.57	-496.7	-325.42	-719.36	-685.1	-462.44	-513.83	-565.21	-616.59	-1370.2	-702.23	-582.34	-856.38	-839.25
6944	-102.77	-308.3	-325.42	-393.93	-256.91	-667.97	-582.34	-342.55	-513.83	-565.21	-616.59	-1130.42	-599.46	-565.21	-907.76	-804.99
6945	68.51	137.02	-102.77	-154.15	0	-308.3	-171.28	-137.02	-205.53	-582.34	-633.72	-548.08	-445.32	-548.08	-1027.65	-736.48
6946	102.77	188.4	-102.77	-102.77	17.13	-222.66	-119.89	-85.64	-137.02	-565.21	-650.85	-462.44	-445.32	-582.34	-1096.16	-804.99
6947	68.51	119.89	-119.89	-154.15	-34.26	-137.02	-85.64	-85.64	-171.28	-445.32	-565.21	-325.42	-479.57	-667.97	-1164.67	-1027.65
6948	102.77	85.64	-102.77	-171.28	17.13	-102.77	-68.51	-102.77	-205.53	-342.55	-428.19	-205.53	-462.44	-633.72	-1147.54	-1113.29
6949	137.02	188.4	17.13	-17.13	51.38	-34.26	17.13	-34.26	-171.28	-137.02	-102.77	119.89	-325.42	-513.83	-856.38	-1130.42
6950	188.4	274.04	34.26	17.13	85.64	0	188.4	-17.13	-68.51	-34.26	17.13	342.55	-154.15	-393.93	-667.97	-1027.65
6951	68.51	154.15	34.26	17.13	0	205.53	428.19	291.17	85.64	137.02	256.91	685.1	188.4	-119.89	-154.15	-513.83
6952	-17.13	68.51	-17.13	17.13	-34.26	308.3	479.57	393.93	119.89	205.53	359.68	787.87	359.68	-17.13	51.38	-274.04
6953	-102.77	-102.77	-51.38	-119.89	-137.02	274.04	274.04	359.68	0	239.79	274.04	702.23	513.83	222.66	274.04	17.13
6954	-119.89	-137.02	-68.51	-171.28	-137.02	137.02	119.89	205.53	-34.26	137.02	205.53	582.34	462.44	222.66	239.79	17.13
6955	-137.02	-274.04	-205.53	-222.66	-85.64	-102.77	-137.02	-102.77	-188.4	0	0	256.91	154.15	-34.26	119.89	-68.51
6956	-205.53	-342.55	-274.04	-274.04	-85.64	-205.53	-222.66	-239.79	-205.53	-17.13	0	154.15	0	-154.15	137.02	-137.02
6957	-171.28	-291.17	-445.32	-445.32	-119.89	-171.28	-256.91	-411.06	-222.66	34.26	0	17.13	-291.17	-530.95	85.64	-222.66
6958	-119.89	-205.53	-462.44	-462.44	-102.77	-68.51	-274.04	-393.93	-256.91	17.13	-34.26	0	-462.44	-685.1	0	-325.42
6959	34.26	0	-342.55	-393.93	0	-51.38	-256.91	-393.93	-342.55	-119.89	-102.77	-154.15	-770.74	-856.38	-256.91	-582.34
6960	68.51	-34.26	-274.04	-342.55	17.13	-119.89	-291.17	-411.06	-359.68	-205.53	-171.28	-205.53	-924.89	-924.89	-376.81	-650.85
6961	-34.26	-34.26	-119.89	-256.91	-102.77	-85.64	-291.17	-462.44	-291.17	-171.28	-256.91	-222.66	-993.4	-1044.78	-565.21	-513.83
6962	-51.38	17.13	-68.51	-188.4	-102.77	0	-222.66	-393.93	-239.79	-205.53	-274.04	-205.53	-959.14	-993.4	-650.85	-462.44
6963	-17.13	85.64	-17.13	-102.77	0	17.13	-154.15	-222.66	-205.53	-274.04	-239.79	-34.26	-770.74	-839.25	-719.36	-445.32
6964	-17.13	102.77	-51.38	-102.77	-17.13	0	-154.15	-154.15	-205.53	-256.91	-154.15	85.64	-650.85	-736.48	-616.59	-445.32
6965	-154.15	-85.64	-256.91	-256.91	-205.53	-102.77	-222.66	-119.89	-205.53	-17.13	154.15	530.95	-325.42	-462.44	-85.64	-239.79
6966	-239.79	-222.66	-359.68	-342.55	-274.04	-85.64	-239.79	-119.89	-205.53	119.89	359.68	736.48	-85.64	-274.04	188.4	0
6967	-239.79	-291.17	-376.81	-256.91	-171.28	17.13	-154.15	-85.64	-222.66	411.06	616.59	924.89	376.81	119.89	736.48	736.48
6968	-205.53	-256.91	-359.68	-205.53	-85.64	51.38	-102.77	-34.26	-222.66	479.57	650.85	976.27	565.21	308.3	873.5	1044.78
6969	-205.53	-325.42	-393.93	-239.79	-51.38	-34.26	-85.64	-51.38	-222.66	428.19	599.46	804.99	616.59	428.19	839.25	1164.67
6970	-256.91	-445.32	-462.44	-308.3	-171.28	-85.64	-171.28	-154.15	-222.66	376.81	496.7	633.72	445.32	325.42	719.36	1010.52
6971	-376.81	-565.21	-496.7	-376.81	-342.55	-256.91	-342.55	-308.3	-188.4	171.28	205.53	188.4	34.26	17.13	428.19	599.46
6972	-376.81	-530.95	-411.06	-291.17	-325.42	-308.3	-376.81	-325.42	-154.15	34.26	17.13	-17.13	-137.02	-119.89	274.04	428.19
6973	-205.53	-428.19	-256.91	-119.89	-188.4	-308.3	-291.17	-308.3	-154.15	-222.66	-291.17	-325.42	-530.95	-513.83	34.26	0
6974	-137.02	-445.32	-291.17	-119.89	-137.02	-308.3	-274.04	-325.42	-239.79	-342.55	-411.06	-411.06	-719.36	-702.23	-34.26	-256.91
6975	-154.15	-513.83	-325.42	-222.66	-85.64	-308.3	-188.4	-393.93	-342.55	-393.93	-411.06	-274.04	-770.74	-856.38	-256.91	-685.1
6976	-205.53	-496.7	-239.79	-188.4	-51.38	-256.91	-119.89	-359.68	-308.3	-325.42	-342.55	-137.02	-650.85	-770.74	-325.42	-702.23
6977	-239.79	-530.95	-256.91	-171.28	-154.15	-102.77	51.38	-34.26	-411.06	-513.83	-411.06	-17.13	-274.04	-548.08	-462.44	-565.21
6978	-376.81	-650.85	-411.06	-308.3	-342.55	-222.66	-85.64	-119.89	-565.21	-770.74	-633.72	-188.4	-291.17	-633.72	-650.85	-685.1
6979	-839.25	-1044.78	-839.25	-753.61	-890.63	-667.97	-530.95	-445.32	-942.01	-1181.8	-942.01	-393.93	-411.06	-770.74	-924.89	-890.63
6980	-1044.78	-1181.8	-976.27	-873.5	-1113.29	-890.63	-702.23	-616.59	-1027.65	-1181.8	-942.01	-393.93	-393.93	-685.1	-890.63	-770.74
6981	-1130.42	-1301.69	-942.01	-873.5	-1096.16	-1096.16	-822.12	-736.48	-1010.52	-890.63	-736.48	-325.42	-222.66	-359.68	-428.19	-239.79
6982	-1113.29	-1250.31	-924.89	-856.38	-959.14	-1113.29	-804.99	-753.61	-1010.52	-753.61	-650.85	-342.55	-205.53	-256.91	-205.53	-17.13
6983	-1096.16	-1250.31	-976.27	-924.89	-822.12	-1181.8	-924.89	-959.14	-1164.67	-667.97	-633.72	-565.21	-274.04	-205.53	0	222.66
6984	-1079.03	-1301.69	-1044.78	-993.4	-890.63	-1267.44	-1010.52	-1113.29	-1216.05	-685.1	-650.85	-650.85	-376.81	-256.91	-34.26	274.04
6985	-1079.03	-1250.31	-1061.91	-1096.16	-976.27	-1301.69	-1113.29	-1353.07	-1147.54	-685.1	-702.23	-822.12	-616.59	-411.06	-188.4	102.77
6986	-976.27	-1164.67	-1044.78	-1096.16	-890.63	-1233.18	-1113.29	-1353.07	-1096.16	-667.97	-753.61	-942.01	-736.48	-479.57	-222.66	17.13
6987	-839.25	-976.27	-1010.52	-1044.78	-616.59	-1061.91	-1096.16	-1353.07	-1027.65	-667.97	-856.38	-1250.31	-942.01	-650.85	-291.17	-222.66
6988	-753.61	-873.5	-976.27	-993.4	-565.21	-976.27	-1113.29	-1301.69	-1061.91	-667.97	-873.5	-1284.56	-942.01	-650.85	-274.04	-171.28
6989	-702.23	-736.48	-753.61	-770.74	-582.34	-856.38	-1113.29	-1164.67	-976.27	-582.34	-685.1	-1010.52	-702.23	-445.32	-102.77	85.64
6990	-685.1	-633.72	-599.46	-633.72	-582.34	-719.36	-976.27	-993.4	-822.12	-496.7	-479.57	-667.97	-462.44	-274.04	-34.26	239.79
6991	-513.83	-411.06	-205.53	-291.17	-462.44	-342.55	-376.81	-411.06	-376.81	-256.91	-102.77	-34.26	-34.26	-34.26	-154.15	154.15
6992	-359.68	-274.04	-34.26	-119.89	-308.3	-68.51	-34.26	-68.51	-137.02	-171.28	0	239.79	137.02	137.02	-359.68	34.26
6993	-171.28	34.26	102.77	119.89	-205.53	256.91	479.57	548.08	119.89	-119.89	-34.26	650.85	565.21	411.06	-667.97	-34.26
6994	-205.53	68.51	85.64	102.77	-239.79	256.91	479.57	582.34	34.26	-137.02	0	685.1	565.21	393.93	-530.95	0
6995	-325.42	-34.26	-17.13	-34.26	-325.42	171.28	393.93	411.06	-239.79	-222.66	-85.64	548.08	274.04	188.4	-154.15	-34.26
6996	-325.42	-85.64	-68.51	-171.28	-325.42	137.02	308.3	239.79	-376.81	-222.66	-137.02	376.81	51.38	34.26	-34.26	0
6997	-222.66	-256.91	-342.55	-393.93	-222.66	17.13	51.38	-119.89	-496.7	-171.28	-256.91	-51.38	-325.42	-239.79	-17.13	-205.53
6998	-171.28	-274.04	-462.44	-462.44	-119.89	-34.26	-102.77	-325.42	-513.83	-171.28	-325.42	-342.55	-496.7	-376.81	-51.38	-325.42
6999	-154.15	-256.91	-565.21	-530.95	-17.13	-274.04	-376.81	-599.46	-599.46	-205.53	-462.44	-873.5	-839.25	-616.59	-154.15	-565.21
7000	-205.53	-274.04	-565.21	-565.21	-34.26	-376.81	-462.44	-685.1	-685.1	-256.91	-513.83	-1096.16	-959.14	-685.1	-205.53	-633.72
7001	-274.04	-428.19	-513.83	-582.34	-239.79	-513.83	-599.46	-736.48	-719.36	-376.81	-633.72	-1438.71	-993.4	-719.36	-171.28	-719.36
7002	-291.17	-530.95	-513.83	-565.21	-359.68	-582.34	-702.23	-753.61	-685.1	-445.32	-685.1	-1575.73	-993.4	-719.36	-137.02	-770.74
7003	-359.68	-650.85	-565.21	-496.7	-393.93	-650.85	-942.01	-770.74	-496.7	-479.57	-650.85	-1798.39	-1061.91	-719.36	-119.89	-959.14
7004	-393.93	-633.72	-565.21	-479.57	-342.55	-650.85	-942.01	-736.48	-393.93	-445.32	-582.34	-1781.26	-1096.16	-719.36	-171.28	-1044.78
7005	-411.06	-462.44	-445.32	-325.42	-205.53	-479.57	-650.85	-513.83	-274.04	-274.04	-342.55	-1216.05	-839.25	-530.95	-376.81	-890.63
7006	-393.93	-325.42	-342.55	-256.91	-171.28	-291.17	-411.06	-342.55	-222.66	-171.28	-205.53	-719.36	-496.7	-325.42	-376.81	-616.59
7007	-274.04	-51.38	-34.26	-17.13	-239.79	0	17.13	-17.13	-34.26	34.26	119.89	291.17	325.42	256.91	-119.89	34.26
7008	-222.66	0	0	34.26	-222.66	85.64	85.64	137.02	34.26	137.02	239.79	650.85	650.85	513.83	17.13	291.17
7009	-239.79	-17.13	85.64	119.89	-222.66	137.02	188.4	325.42	85.64	119.89	274.04	959.14	804.99	667.97	17.13	462.44
7010	-256.91	-68.51	51.38	85.64	-222.66	119.89	154.15	274.04	17.13	68.51	205.53	907.76	685.1	599.46	-85.64	393.93
7011	-137.02	85.64	137.02	51.38	-51.38	171.28	171.28	205.53	34.26	0	68.51	787.87	513.83	428.19	-222.66	239.79
7012	-34.26	205.53	154.15	119.89	17.13	188.4	239.79	205.53	85.64	-17.13	0	685.1	411.06	376.81	-239.79	137.02
7013	0	256.91	154.15	154.15	17.13	0	171.28	239.79	119.89	-154.15	-188.4	239.79	119.89	188.4	-325.42	-119.89
7014	0	188.4	102.77	119.89	-51.38	-137.02	34.26	137.02	68.51	-256.91	-325.42	-17.13	-51.38	51.38	-445.32	-274.04
7015	-34.26	17.13	17.13	68.51	-205.53	-291.17	-205.53	-102.77	0	-256.91	-325.42	-428.19	-428.19	-222.66	-462.44	-479.57
7016	-34.26	-34.26	34.26	68.51	-137.02	-222.66	-239.79	-205.53	-34.26	-171.28	-256.91	-496.7	-582.34	-376.81	-393.93	-616.59
7017	17.13	17.13	102.77	85.64	34.26	0	-85.64	-222.66	17.13	0	-34.26	-462.44	-667.97	-513.83	-102.77	-856.38
7018	0	-17.13	51.38	68.51	85.64	85.64	17.13	-171.28	0	0	34.26	-411.06	-616.59	-530.95	-34.26	-924.89
7019	0	68.51	-17.13	0	34.26	68.51	0	17.13	0	17.13	68.51	-256.91	-256.91	-256.91	0	-770.74
7020	34.26	119.89	-51.38	-34.26	0	34.26	0	68.51	0	51.38	68.51	-85.64	17.13	-34.26	0	-496.7
7021	34.26	222.66	0	51.38	-17.13	102.77	274.04	308.3	222.66	85.64	119.89	411.06	633.72	513.83	17.13	85.64
7022	-17.13	205.53	85.64	119.89	-34.26	154.15	445.32	462.44	359.68	68.51	119.89	633.72	770.74	650.85	34.26	256.91
7023	-119.89	51.38	137.02	188.4	-17.13	188.4	565.21	548.08	428.19	-34.26	17.13	787.87	736.48	616.59	-51.38	325.42
7024	-137.02	0	85.64	119.89	-34.26	85.64	445.32	462.44	376.81	-51.38	-51.38	719.36	599.46	513.83	-222.66	291.17
7025	-17.13	-17.13	-68.51	-34.26	-171.28	-342.55	-17.13	119.89	68.51	-325.42	-479.57	205.53	171.28	171.28	-685.1	85.64
7026	-17.13	68.51	-85.64	0	-154.15	-376.81	-102.77	34.26	51.38	-393.93	-565.21	17.13	34.26	68.51	-753.61	-17.13
7027	68.51	256.91	17.13	68.51	-17.13	-274.04	-222.66	-119.89	34.26	-530.95	-719.36	-445.32	-274.04	-205.53	-1010.52	-462.44
7028	85.64	256.91	51.38	51.38	0	-274.04	-359.68	-274.04	0	-616.59	-822.12	-702.23	-513.83	-411.06	-1198.93	-616.59
7029	-17.13	0	0	-51.38	-102.77	-411.06	-719.36	-599.46	-274.04	-822.12	-1061.91	-1113.29	-890.63	-839.25	-1438.71	-702.23
7030	-137.02	-171.28	-137.02	-171.28	-205.53	-513.83	-839.25	-650.85	-411.06	-856.38	-1079.03	-1198.93	-959.14	-959.14	-1370.2	-616.59
7031	-274.04	-376.81	-411.06	-393.93	-325.42	-530.95	-770.74	-496.7	-530.95	-753.61	-856.38	-993.4	-822.12	-924.89	-924.89	-462.44
7032	-274.04	-411.06	-496.7	-445.32	-342.55	-479.57	-702.23	-393.93	-496.7	-633.72	-685.1	-822.12	-685.1	-822.12	-685.1	-411.06
7033	-342.55	-462.44	-479.57	-411.06	-393.93	-411.06	-599.46	-342.55	-462.44	-411.06	-445.32	-530.95	-565.21	-702.23	-462.44	-479.57
7034	-445.32	-496.7	-445.32	-411.06	-462.44	-445.32	-616.59	-411.06	-479.57	-359.68	-393.93	-530.95	-616.59	-719.36	-411.06	-582.34
7035	-616.59	-530.95	-530.95	-496.7	-445.32	-513.83	-685.1	-599.46	-599.46	-393.93	-445.32	-702.23	-770.74	-753.61	-393.93	-685.1
